trial_code,time_until_predator_arrival_s,time_since_start_of_trial_s,treatment,site,transition_type,num_fish_present_after_transition
SS,NA,120,Control,W,-1,1
SS,NA,121,Control,W,-1,0
SS,NA,132,Control,W,1,1
SS,NA,133,Control,W,1,2
SS,NA,141,Control,W,1,3
SS,NA,143,Control,W,1,4
SS,NA,152,Control,W,-1,3
SS,NA,158,Control,W,1,4
SS,NA,158,Control,W,1,5
SS,NA,160,Control,W,1,6
SS,NA,163,Control,W,-1,5
SS,NA,166,Control,W,-1,4
SS,NA,168,Control,W,1,5
SS,NA,168,Control,W,1,6
SS,NA,173,Control,W,1,7
SS,NA,175,Control,W,1,8
SS,NA,176,Control,W,1,9
SS,NA,179,Control,W,-1,8
TT,NA,4,Control,E,1,3
TT,NA,13,Control,E,-1,2
TT,NA,30,Control,E,1,3
TT,NA,31,Control,E,1,4
TT,NA,31,Control,E,-1,3
TT,NA,33,Control,E,-1,2
TT,NA,34,Control,E,1,3
TT,NA,36,Control,E,1,4
TT,NA,39,Control,E,1,5
TT,NA,40,Control,E,1,6
TT,NA,43,Control,E,-1,5
TT,NA,44,Control,E,-1,4
TT,NA,45,Control,E,1,5
TT,NA,46,Control,E,1,6
TT,NA,48,Control,E,1,7
TT,NA,49,Control,E,-1,6
TT,NA,49,Control,E,-1,5
TT,NA,52,Control,E,1,6
TT,NA,54,Control,E,1,7
TT,NA,56,Control,E,-1,6
TT,NA,58,Control,E,1,7
TT,NA,58,Control,E,-1,6
TT,NA,66,Control,E,1,7
TT,NA,73,Control,E,1,8
TT,NA,73,Control,E,-1,7
TT,NA,74,Control,E,1,8
TT,NA,76,Control,E,-1,7
TT,NA,79,Control,E,-1,6
TT,NA,85,Control,E,-1,5
TT,NA,87,Control,E,-1,4
TT,NA,87,Control,E,1,5
TT,NA,90,Control,E,-1,4
TT,NA,93,Control,E,-1,3
TT,NA,94,Control,E,1,4
TT,NA,95,Control,E,-1,3
TT,NA,96,Control,E,-1,2
TT,NA,106,Control,E,1,3
TT,NA,118,Control,E,1,4
TT,NA,119,Control,E,1,5
TT,NA,121,Control,E,1,6
TT,NA,122,Control,E,1,7
TT,NA,124,Control,E,-1,6
TT,NA,125,Control,E,-1,5
TT,NA,130,Control,E,-1,4
TT,NA,134,Control,E,-1,3
TT,NA,138,Control,E,-1,2
TT,NA,150,Control,E,-1,1
TT,NA,167,Control,E,1,2
TT,NA,171,Control,E,-1,1
TT,NA,175,Control,E,1,2
TT,NA,176,Control,E,-1,1
UU,NA,9,Control,E,-1,0
UU,NA,46,Control,E,1,1
UU,NA,95,Control,E,-1,0
UU,NA,95,Control,E,1,1
UU,NA,99,Control,E,-1,0
UU,NA,108,Control,E,1,1
UU,NA,116,Control,E,1,2
UU,NA,118,Control,E,1,3
UU,NA,119,Control,E,1,4
UU,NA,120,Control,E,1,5
UU,NA,126,Control,E,1,6
UU,NA,128,Control,E,-1,5
UU,NA,129,Control,E,1,6
UU,NA,130,Control,E,1,7
UU,NA,134,Control,E,-1,6
UU,NA,136,Control,E,-1,5
UU,NA,139,Control,E,-1,4
UU,NA,143,Control,E,-1,3
UU,NA,146,Control,E,-1,2
UU,NA,151,Control,E,-1,1
UU,NA,152,Control,E,-1,0
UU,NA,152,Control,E,1,1
UU,NA,152,Control,E,1,2
UU,NA,154,Control,E,1,3
UU,NA,157,Control,E,-1,2
UU,NA,159,Control,E,-1,1
UU,NA,164,Control,E,-1,0
UU,NA,167,Control,E,1,1
UU,NA,168,Control,E,1,2
UU,NA,170,Control,E,-1,1
UU,NA,173,Control,E,-1,0
UU,NA,176,Control,E,1,1
V,NA,5,Control,W,1,4
V,NA,6,Control,W,-1,3
V,NA,15,Control,W,1,4
V,NA,17,Control,W,1,5
V,NA,17,Control,W,1,6
V,NA,17,Control,W,1,7
V,NA,18,Control,W,-1,6
V,NA,21,Control,W,-1,5
V,NA,21,Control,W,1,6
V,NA,21,Control,W,1,7
V,NA,21,Control,W,1,8
V,NA,22,Control,W,1,9
V,NA,31,Control,W,-1,8
V,NA,31,Control,W,-1,7
V,NA,31,Control,W,-1,6
V,NA,33,Control,W,1,7
V,NA,35,Control,W,-1,6
V,NA,40,Control,W,1,7
V,NA,41,Control,W,1,8
V,NA,45,Control,W,-1,7
V,NA,48,Control,W,-1,6
V,NA,50,Control,W,1,7
V,NA,52,Control,W,-1,6
V,NA,55,Control,W,-1,5
V,NA,63,Control,W,-1,4
V,NA,64,Control,W,1,5
V,NA,68,Control,W,1,6
V,NA,69,Control,W,-1,5
V,NA,72,Control,W,-1,4
V,NA,74,Control,W,1,5
V,NA,78,Control,W,-1,4
V,NA,84,Control,W,-1,3
V,NA,94,Control,W,-1,2
V,NA,95,Control,W,1,3
V,NA,95,Control,W,1,4
V,NA,100,Control,W,-1,3
V,NA,102,Control,W,-1,2
V,NA,102,Control,W,1,3
V,NA,113,Control,W,1,4
V,NA,113,Control,W,1,5
V,NA,114,Control,W,1,6
V,NA,114,Control,W,-1,5
V,NA,115,Control,W,-1,4
V,NA,118,Control,W,-1,3
V,NA,127,Control,W,1,4
V,NA,127,Control,W,1,5
V,NA,129,Control,W,-1,4
V,NA,133,Control,W,1,5
V,NA,134,Control,W,-1,4
V,NA,135,Control,W,-1,3
V,NA,144,Control,W,1,4
V,NA,145,Control,W,-1,3
V,NA,149,Control,W,1,4
V,NA,149,Control,W,-1,3
V,NA,149,Control,W,-1,2
V,NA,159,Control,W,1,3
V,NA,161,Control,W,1,4
V,NA,162,Control,W,-1,3
V,NA,162,Control,W,-1,2
V,NA,163,Control,W,1,3
V,NA,163,Control,W,1,4
V,NA,164,Control,W,-1,3
V,NA,165,Control,W,-1,2
V,NA,174,Control,W,-1,1
V,NA,176,Control,W,1,2
V,NA,176,Control,W,-1,1
VV,NA,1,Control,E,-1,11
VV,NA,3,Control,E,1,12
VV,NA,3,Control,E,-1,11
VV,NA,3,Control,E,-1,10
VV,NA,7,Control,E,1,11
VV,NA,10,Control,E,-1,10
VV,NA,11,Control,E,1,11
VV,NA,12,Control,E,-1,10
VV,NA,13,Control,E,-1,9
VV,NA,14,Control,E,-1,8
VV,NA,18,Control,E,-1,7
VV,NA,30,Control,E,-1,6
VV,NA,40,Control,E,-1,5
VV,NA,41,Control,E,-1,4
VV,NA,56,Control,E,-1,3
VV,NA,60,Control,E,-1,2
VV,NA,61,Control,E,-1,1
VV,NA,74,Control,E,1,2
VV,NA,86,Control,E,1,3
VV,NA,92,Control,E,1,4
VV,NA,93,Control,E,-1,3
VV,NA,94,Control,E,-1,2
VV,NA,99,Control,E,-1,1
VV,NA,104,Control,E,1,2
VV,NA,108,Control,E,1,3
VV,NA,108,Control,E,1,4
VV,NA,112,Control,E,-1,3
VV,NA,115,Control,E,1,4
VV,NA,116,Control,E,1,5
VV,NA,117,Control,E,-1,4
VV,NA,118,Control,E,-1,3
VV,NA,119,Control,E,1,4
W,NA,2,Control,W,-1,12
W,NA,3,Control,W,-1,11
W,NA,4,Control,W,1,12
W,NA,6,Control,W,1,13
W,NA,7,Control,W,-1,12
W,NA,7,Control,W,1,13
W,NA,7,Control,W,-1,12
W,NA,9,Control,W,-1,11
W,NA,11,Control,W,1,12
W,NA,13,Control,W,1,13
W,NA,15,Control,W,-1,12
W,NA,17,Control,W,-1,11
W,NA,20,Control,W,-1,10
W,NA,20,Control,W,-1,9
W,NA,20,Control,W,-1,8
W,NA,23,Control,W,-1,7
W,NA,24,Control,W,-1,6
W,NA,24,Control,W,-1,5
W,NA,28,Control,W,-1,4
W,NA,32,Control,W,1,5
W,NA,37,Control,W,1,6
W,NA,42,Control,W,-1,5
W,NA,43,Control,W,1,6
W,NA,43,Control,W,1,7
W,NA,43,Control,W,1,8
W,NA,43,Control,W,1,9
W,NA,43,Control,W,1,10
W,NA,44,Control,W,1,11
W,NA,44,Control,W,-1,10
W,NA,54,Control,W,-1,9
W,NA,58,Control,W,1,10
W,NA,59,Control,W,-1,9
W,NA,67,Control,W,-1,8
W,NA,67,Control,W,1,9
W,NA,68,Control,W,-1,8
W,NA,70,Control,W,-1,7
W,NA,72,Control,W,-1,6
W,NA,73,Control,W,-1,5
W,NA,73,Control,W,1,6
W,NA,75,Control,W,-1,5
W,NA,77,Control,W,-1,4
W,NA,79,Control,W,-1,3
W,NA,80,Control,W,-1,2
W,NA,82,Control,W,1,3
W,NA,82,Control,W,1,4
W,NA,87,Control,W,1,5
W,NA,87,Control,W,-1,4
W,NA,90,Control,W,-1,3
W,NA,95,Control,W,1,4
W,NA,97,Control,W,-1,3
W,NA,103,Control,W,1,4
W,NA,107,Control,W,1,5
W,NA,108,Control,W,1,6
W,NA,112,Control,W,1,7
W,NA,124,Control,W,-1,6
W,NA,130,Control,W,-1,5
W,NA,131,Control,W,-1,4
W,NA,136,Control,W,1,5
W,NA,139,Control,W,-1,4
W,NA,139,Control,W,-1,3
W,NA,143,Control,W,-1,2
W,NA,145,Control,W,-1,1
W,NA,145,Control,W,-1,0
W,NA,152,Control,W,1,1
W,NA,154,Control,W,1,2
W,NA,160,Control,W,1,3
W,NA,161,Control,W,1,4
W,NA,164,Control,W,-1,3
W,NA,167,Control,W,1,4
W,NA,170,Control,W,-1,3
W,NA,171,Control,W,1,4
W,NA,172,Control,W,1,5
W,NA,174,Control,W,-1,4
W,NA,178,Control,W,-1,3
WW,NA,1,Control,E,-1,8
WW,NA,2,Control,E,-1,7
WW,NA,4,Control,E,-1,6
WW,NA,5,Control,E,1,7
WW,NA,6,Control,E,1,8
WW,NA,15,Control,E,-1,7
WW,NA,16,Control,E,-1,6
WW,NA,16,Control,E,-1,5
WW,NA,23,Control,E,-1,4
WW,NA,23,Control,E,-1,3
WW,NA,27,Control,E,1,4
WW,NA,27,Control,E,1,5
WW,NA,29,Control,E,-1,4
WW,NA,35,Control,E,-1,3
WW,NA,45,Control,E,-1,2
WW,NA,47,Control,E,1,3
WW,NA,54,Control,E,-1,2
WW,NA,65,Control,E,1,3
WW,NA,74,Control,E,-1,2
WW,NA,99,Control,E,1,3
WW,NA,105,Control,E,-1,2
WW,NA,116,Control,E,1,3
WW,NA,118,Control,E,1,4
WW,NA,123,Control,E,1,5
WW,NA,127,Control,E,1,6
WW,NA,133,Control,E,-1,5
WW,NA,134,Control,E,-1,4
WW,NA,144,Control,E,1,5
WW,NA,148,Control,E,-1,4
WW,NA,151,Control,E,-1,3
WW,NA,153,Control,E,-1,2
WW,NA,156,Control,E,1,3
WW,NA,157,Control,E,1,4
WW,NA,165,Control,E,-1,3
WW,NA,168,Control,E,1,4
WW,NA,170,Control,E,1,5
WW,NA,174,Control,E,-1,4
WW,NA,174,Control,E,-1,3
WW,NA,176,Control,E,1,4
WW,NA,178,Control,E,1,5
WW,NA,178,Control,E,-1,4
WW,NA,178,Control,E,-1,3
WW,NA,179,Control,E,1,4
WW,NA,180,Control,E,1,5
X,NA,12,Control,W,1,3
X,NA,13,Control,W,1,4
X,NA,39,Control,W,1,5
X,NA,40,Control,W,1,6
X,NA,40,Control,W,1,7
X,NA,41,Control,W,1,8
X,NA,43,Control,W,1,9
X,NA,44,Control,W,1,10
X,NA,50,Control,W,-1,9
X,NA,50,Control,W,-1,8
X,NA,51,Control,W,1,9
X,NA,57,Control,W,1,10
X,NA,57,Control,W,1,11
X,NA,68,Control,W,1,12
X,NA,71,Control,W,-1,11
X,NA,71,Control,W,1,12
X,NA,71,Control,W,1,13
X,NA,72,Control,W,1,14
X,NA,86,Control,W,-1,13
X,NA,91,Control,W,1,14
X,NA,92,Control,W,-1,13
X,NA,92,Control,W,1,14
X,NA,94,Control,W,-1,13
X,NA,95,Control,W,1,14
X,NA,96,Control,W,-1,13
X,NA,97,Control,W,-1,12
X,NA,102,Control,W,-1,11
X,NA,103,Control,W,-1,10
X,NA,105,Control,W,1,11
X,NA,108,Control,W,-1,10
X,NA,110,Control,W,-1,9
X,NA,112,Control,W,1,10
X,NA,113,Control,W,1,11
X,NA,114,Control,W,1,12
X,NA,116,Control,W,-1,11
X,NA,116,Control,W,-1,10
X,NA,116,Control,W,-1,9
X,NA,124,Control,W,1,10
X,NA,124,Control,W,1,11
X,NA,125,Control,W,1,12
X,NA,125,Control,W,1,13
X,NA,125,Control,W,1,14
X,NA,127,Control,W,1,15
X,NA,137,Control,W,-1,14
X,NA,138,Control,W,1,15
X,NA,144,Control,W,-1,14
X,NA,146,Control,W,-1,13
X,NA,146,Control,W,1,14
X,NA,146,Control,W,-1,13
X,NA,146,Control,W,1,14
X,NA,149,Control,W,1,15
X,NA,153,Control,W,-1,14
X,NA,153,Control,W,-1,13
X,NA,155,Control,W,-1,12
X,NA,160,Control,W,-1,11
X,NA,161,Control,W,-1,10
X,NA,162,Control,W,-1,9
X,NA,164,Control,W,-1,8
X,NA,165,Control,W,-1,7
X,NA,166,Control,W,-1,6
X,NA,174,Control,W,-1,5
X,NA,176,Control,W,-1,4
X,NA,178,Control,W,1,5
XX,NA,3,Control,E,1,8
XX,NA,5,Control,E,-1,7
XX,NA,6,Control,E,-1,6
XX,NA,8,Control,E,1,7
XX,NA,11,Control,E,-1,6
XX,NA,12,Control,E,1,7
XX,NA,16,Control,E,-1,6
XX,NA,19,Control,E,-1,5
XX,NA,20,Control,E,1,6
XX,NA,23,Control,E,1,7
XX,NA,27,Control,E,1,8
XX,NA,32,Control,E,-1,7
XX,NA,37,Control,E,-1,6
XX,NA,38,Control,E,-1,5
XX,NA,46,Control,E,-1,4
XX,NA,50,Control,E,-1,3
XX,NA,50,Control,E,1,4
XX,NA,51,Control,E,1,5
XX,NA,52,Control,E,-1,4
XX,NA,53,Control,E,-1,3
XX,NA,55,Control,E,1,4
XX,NA,56,Control,E,-1,3
XX,NA,64,Control,E,1,4
XX,NA,69,Control,E,1,5
XX,NA,71,Control,E,-1,4
XX,NA,72,Control,E,-1,3
XX,NA,78,Control,E,1,4
XX,NA,82,Control,E,-1,3
XX,NA,83,Control,E,1,4
XX,NA,83,Control,E,1,5
XX,NA,85,Control,E,-1,4
XX,NA,89,Control,E,1,5
XX,NA,89,Control,E,1,6
XX,NA,92,Control,E,-1,5
XX,NA,93,Control,E,-1,4
XX,NA,95,Control,E,1,5
XX,NA,95,Control,E,1,6
XX,NA,96,Control,E,1,7
XX,NA,107,Control,E,1,8
XX,NA,107,Control,E,-1,7
XX,NA,107,Control,E,1,8
XX,NA,108,Control,E,-1,7
XX,NA,109,Control,E,1,8
XX,NA,111,Control,E,1,9
XX,NA,112,Control,E,-1,8
XX,NA,112,Control,E,1,9
XX,NA,116,Control,E,1,10
XX,NA,116,Control,E,1,11
XX,NA,118,Control,E,-1,10
XX,NA,126,Control,E,-1,9
XX,NA,127,Control,E,-1,8
XX,NA,132,Control,E,1,9
XX,NA,134,Control,E,1,10
XX,NA,136,Control,E,1,11
XX,NA,137,Control,E,1,12
XX,NA,138,Control,E,-1,11
XX,NA,138,Control,E,1,12
XX,NA,140,Control,E,1,13
XX,NA,140,Control,E,1,14
XX,NA,142,Control,E,1,15
XX,NA,143,Control,E,-1,14
XX,NA,144,Control,E,-1,13
XX,NA,145,Control,E,-1,12
XX,NA,150,Control,E,-1,11
XX,NA,155,Control,E,1,12
XX,NA,163,Control,E,1,13
XX,NA,164,Control,E,-1,12
XX,NA,165,Control,E,-1,11
XX,NA,165,Control,E,-1,10
XX,NA,171,Control,E,1,11
XX,NA,172,Control,E,-1,10
XX,NA,172,Control,E,1,11
XX,NA,177,Control,E,-1,10
Y,NA,4,Control,W,1,9
Y,NA,5,Control,W,-1,8
Y,NA,7,Control,W,1,9
Y,NA,13,Control,W,-1,8
Y,NA,13,Control,W,-1,7
Y,NA,18,Control,W,-1,6
Y,NA,23,Control,W,-1,5
Y,NA,23,Control,W,-1,4
Y,NA,25,Control,W,-1,3
Y,NA,31,Control,W,-1,2
Y,NA,32,Control,W,-1,1
Y,NA,33,Control,W,1,2
Y,NA,35,Control,W,-1,1
Y,NA,36,Control,W,1,2
Y,NA,39,Control,W,1,3
Y,NA,40,Control,W,1,4
Y,NA,48,Control,W,1,5
Y,NA,49,Control,W,1,6
Y,NA,50,Control,W,1,7
Y,NA,52,Control,W,-1,6
Y,NA,57,Control,W,1,7
Y,NA,59,Control,W,1,8
Y,NA,60,Control,W,1,9
Y,NA,60,Control,W,-1,8
Y,NA,61,Control,W,1,9
Y,NA,65,Control,W,1,10
Y,NA,66,Control,W,-1,9
Y,NA,69,Control,W,-1,8
Y,NA,70,Control,W,-1,7
Y,NA,71,Control,W,1,8
Y,NA,71,Control,W,-1,7
Y,NA,75,Control,W,1,8
Y,NA,75,Control,W,1,9
Y,NA,77,Control,W,-1,8
Y,NA,79,Control,W,-1,7
Y,NA,80,Control,W,-1,6
Y,NA,80,Control,W,1,7
Y,NA,80,Control,W,1,8
Y,NA,82,Control,W,-1,7
Y,NA,83,Control,W,1,8
Y,NA,83,Control,W,1,9
Y,NA,84,Control,W,1,10
Y,NA,84,Control,W,1,11
Y,NA,85,Control,W,-1,10
Y,NA,88,Control,W,-1,9
Y,NA,88,Control,W,-1,8
Y,NA,88,Control,W,-1,7
Y,NA,91,Control,W,1,8
Y,NA,92,Control,W,1,9
Y,NA,96,Control,W,-1,8
Y,NA,100,Control,W,-1,7
Y,NA,102,Control,W,1,8
Y,NA,106,Control,W,1,9
Y,NA,107,Control,W,-1,8
Y,NA,107,Control,W,1,9
Y,NA,110,Control,W,-1,8
Y,NA,113,Control,W,-1,7
Y,NA,115,Control,W,-1,6
Y,NA,115,Control,W,1,7
Y,NA,115,Control,W,-1,6
Y,NA,118,Control,W,-1,5
Y,NA,119,Control,W,-1,4
Y,NA,119,Control,W,-1,3
Y,NA,127,Control,W,1,4
Y,NA,127,Control,W,1,5
Y,NA,127,Control,W,1,6
Y,NA,128,Control,W,-1,5
Y,NA,128,Control,W,-1,4
Y,NA,129,Control,W,-1,3
Y,NA,129,Control,W,-1,2
Y,NA,131,Control,W,1,3
Y,NA,137,Control,W,1,4
Y,NA,138,Control,W,1,5
Y,NA,152,Control,W,1,6
Y,NA,152,Control,W,1,7
Y,NA,153,Control,W,1,8
Y,NA,153,Control,W,1,9
Y,NA,158,Control,W,1,10
Y,NA,158,Control,W,-1,9
Y,NA,161,Control,W,-1,8
Y,NA,161,Control,W,1,9
Y,NA,161,Control,W,1,10
Y,NA,163,Control,W,1,11
Y,NA,164,Control,W,-1,10
Y,NA,167,Control,W,-1,9
Y,NA,167,Control,W,-1,8
Y,NA,169,Control,W,-1,7
Y,NA,171,Control,W,-1,6
Y,NA,171,Control,W,-1,5
Y,NA,173,Control,W,-1,4
Y,NA,175,Control,W,-1,3
Y,NA,175,Control,W,-1,2
YYY,NA,1,Control,W,-1,3
YYY,NA,1,Control,W,1,4
YYY,NA,6,Control,W,-1,3
YYY,NA,17,Control,W,-1,2
YYY,NA,23,Control,W,1,3
YYY,NA,28,Control,W,-1,2
YYY,NA,32,Control,W,-1,1
YYY,NA,41,Control,W,1,2
YYY,NA,42,Control,W,-1,1
YYY,NA,47,Control,W,1,2
YYY,NA,47,Control,W,1,3
YYY,NA,53,Control,W,1,4
YYY,NA,57,Control,W,-1,3
YYY,NA,79,Control,W,-1,2
YYY,NA,85,Control,W,-1,1
YYY,NA,91,Control,W,1,2
YYY,NA,97,Control,W,-1,1
YYY,NA,100,Control,W,1,2
YYY,NA,102,Control,W,-1,1
YYY,NA,102,Control,W,-1,0
YYY,NA,106,Control,W,1,1
YYY,NA,109,Control,W,1,2
YYY,NA,109,Control,W,1,3
YYY,NA,116,Control,W,1,4
YYY,NA,119,Control,W,-1,3
YYY,NA,123,Control,W,-1,2
YYY,NA,124,Control,W,1,3
YYY,NA,127,Control,W,1,4
YYY,NA,135,Control,W,-1,3
YYY,NA,143,Control,W,1,4
YYY,NA,148,Control,W,-1,3
YYY,NA,148,Control,W,-1,2
YYY,NA,148,Control,W,-1,1
YYY,NA,150,Control,W,1,2
YYY,NA,152,Control,W,1,3
YYY,NA,152,Control,W,1,4
YYY,NA,154,Control,W,1,5
YYY,NA,162,Control,W,1,6
YYY,NA,165,Control,W,-1,5
YYY,NA,167,Control,W,-1,4
YYY,NA,175,Control,W,1,5
Z,NA,8,Control,E,-1,1
Z,NA,13,Control,E,1,2
Z,NA,16,Control,E,-1,1
Z,NA,20,Control,E,1,2
Z,NA,20,Control,E,1,3
Z,NA,23,Control,E,1,4
Z,NA,24,Control,E,-1,3
Z,NA,26,Control,E,1,4
Z,NA,35,Control,E,-1,3
Z,NA,37,Control,E,-1,2
Z,NA,38,Control,E,-1,1
Z,NA,40,Control,E,-1,0
Z,NA,48,Control,E,1,1
Z,NA,59,Control,E,-1,0
Z,NA,62,Control,E,1,1
Z,NA,69,Control,E,1,2
Z,NA,81,Control,E,-1,1
Z,NA,84,Control,E,1,2
Z,NA,85,Control,E,1,3
Z,NA,88,Control,E,-1,2
Z,NA,92,Control,E,-1,1
Z,NA,96,Control,E,1,2
Z,NA,105,Control,E,-1,1
Z,NA,108,Control,E,1,2
Z,NA,113,Control,E,-1,1
Z,NA,122,Control,E,-1,0
Z,NA,135,Control,E,1,1
Z,NA,135,Control,E,1,2
Z,NA,139,Control,E,-1,1
Z,NA,140,Control,E,-1,0
Z,NA,158,Control,E,1,1
Z,NA,167,Control,E,1,2
Z,NA,174,Control,E,-1,1
Z,NA,178,Control,E,1,2
ZZZ,NA,3,Control,W,-1,3
ZZZ,NA,8,Control,W,1,4
ZZZ,NA,8,Control,W,1,5
ZZZ,NA,9,Control,W,1,6
ZZZ,NA,12,Control,W,-1,5
ZZZ,NA,12,Control,W,-1,4
ZZZ,NA,14,Control,W,1,5
ZZZ,NA,16,Control,W,1,6
ZZZ,NA,19,Control,W,1,7
ZZZ,NA,20,Control,W,-1,6
ZZZ,NA,20,Control,W,1,7
ZZZ,NA,22,Control,W,1,8
ZZZ,NA,22,Control,W,-1,7
ZZZ,NA,23,Control,W,-1,6
ZZZ,NA,23,Control,W,-1,5
ZZZ,NA,27,Control,W,-1,4
ZZZ,NA,28,Control,W,1,5
ZZZ,NA,29,Control,W,1,6
ZZZ,NA,30,Control,W,-1,5
ZZZ,NA,30,Control,W,1,6
ZZZ,NA,31,Control,W,1,7
ZZZ,NA,31,Control,W,1,8
ZZZ,NA,31,Control,W,-1,7
ZZZ,NA,33,Control,W,1,8
ZZZ,NA,33,Control,W,-1,7
ZZZ,NA,36,Control,W,-1,6
ZZZ,NA,37,Control,W,1,7
ZZZ,NA,37,Control,W,1,8
ZZZ,NA,38,Control,W,-1,7
ZZZ,NA,40,Control,W,1,8
ZZZ,NA,40,Control,W,1,9
ZZZ,NA,41,Control,W,1,10
ZZZ,NA,41,Control,W,-1,9
ZZZ,NA,48,Control,W,-1,8
ZZZ,NA,49,Control,W,1,9
ZZZ,NA,50,Control,W,-1,8
ZZZ,NA,51,Control,W,-1,7
ZZZ,NA,52,Control,W,-1,6
ZZZ,NA,52,Control,W,-1,5
ZZZ,NA,53,Control,W,-1,4
ZZZ,NA,53,Control,W,1,5
ZZZ,NA,54,Control,W,-1,4
ZZZ,NA,59,Control,W,1,5
ZZZ,NA,60,Control,W,-1,4
ZZZ,NA,60,Control,W,1,5
ZZZ,NA,66,Control,W,-1,4
ZZZ,NA,69,Control,W,-1,3
ZZZ,NA,70,Control,W,1,4
ZZZ,NA,71,Control,W,1,5
ZZZ,NA,73,Control,W,1,6
ZZZ,NA,73,Control,W,-1,5
ZZZ,NA,74,Control,W,-1,4
ZZZ,NA,74,Control,W,-1,3
ZZZ,NA,75,Control,W,-1,2
ZZZ,NA,79,Control,W,-1,1
ZZZ,NA,80,Control,W,1,2
ZZZ,NA,80,Control,W,-1,1
ZZZ,NA,83,Control,W,1,2
ZZZ,NA,83,Control,W,1,3
ZZZ,NA,83,Control,W,1,4
ZZZ,NA,83,Control,W,1,5
ZZZ,NA,84,Control,W,1,6
ZZZ,NA,85,Control,W,-1,5
ZZZ,NA,85,Control,W,1,6
ZZZ,NA,86,Control,W,1,7
ZZZ,NA,86,Control,W,1,8
ZZZ,NA,88,Control,W,-1,7
ZZZ,NA,89,Control,W,-1,6
ZZZ,NA,89,Control,W,-1,5
ZZZ,NA,89,Control,W,1,6
ZZZ,NA,90,Control,W,-1,5
ZZZ,NA,91,Control,W,1,6
ZZZ,NA,91,Control,W,1,7
ZZZ,NA,92,Control,W,-1,6
ZZZ,NA,92,Control,W,-1,5
ZZZ,NA,93,Control,W,-1,4
ZZZ,NA,94,Control,W,1,5
ZZZ,NA,96,Control,W,-1,4
ZZZ,NA,97,Control,W,-1,3
ZZZ,NA,97,Control,W,-1,2
ZZZ,NA,98,Control,W,-1,1
ZZZ,NA,100,Control,W,-1,0
ZZZ,NA,105,Control,W,1,1
ZZZ,NA,108,Control,W,1,2
ZZZ,NA,108,Control,W,1,3
ZZZ,NA,109,Control,W,1,4
ZZZ,NA,112,Control,W,1,5
ZZZ,NA,112,Control,W,1,6
ZZZ,NA,115,Control,W,-1,5
ZZZ,NA,115,Control,W,-1,4
ZZZ,NA,117,Control,W,-1,3
ZZZ,NA,118,Control,W,1,4
ZZZ,NA,120,Control,W,1,5
ZZZ,NA,120,Control,W,1,6
ZZZ,NA,120,Control,W,1,7
ZZZ,NA,121,Control,W,-1,6
ZZZ,NA,121,Control,W,-1,5
ZZZ,NA,123,Control,W,-1,4
ZZZ,NA,124,Control,W,1,5
ZZZ,NA,127,Control,W,-1,4
ZZZ,NA,128,Control,W,1,5
ZZZ,NA,137,Control,W,-1,4
ZZZ,NA,143,Control,W,1,5
ZZZ,NA,143,Control,W,-1,4
ZZZ,NA,144,Control,W,-1,3
ZZZ,NA,151,Control,W,-1,2
ZZZ,NA,153,Control,W,-1,1
ZZZ,NA,155,Control,W,1,2
ZZZ,NA,155,Control,W,1,3
ZZZ,NA,156,Control,W,1,4
ZZZ,NA,160,Control,W,1,5
ZZZ,NA,162,Control,W,-1,4
ZZZ,NA,164,Control,W,-1,3
ZZZ,NA,166,Control,W,-1,2
ZZZ,NA,168,Control,W,1,3
ZZZ,NA,173,Control,W,1,4
ZZZ,NA,174,Control,W,1,5
ZZZ,NA,175,Control,W,1,6
ZZZ,NA,175,Control,W,-1,5
ZZZ,NA,179,Control,W,-1,4
ZZZ,NA,179,Control,W,1,5
