trial_code,time_until_predator_arrival_s,time_since_start_of_trial_s,treatment,site,transition_type,num_fish_present_after_transition
FF,99,0,Predator,W,1,3
FF,98,1,Predator,W,-1,2
FF,97,2,Predator,W,-1,1
FF,87,12,Predator,W,1,2
FF,83,16,Predator,W,-1,1
FF,83,16,Predator,W,1,2
FF,72,27,Predator,W,1,3
FF,71,28,Predator,W,1,4
FF,71,28,Predator,W,1,5
FF,67,32,Predator,W,1,6
FF,66,33,Predator,W,-1,5
FF,65,34,Predator,W,-1,4
FF,60,39,Predator,W,-1,3
FF,54,45,Predator,W,1,4
FF,50,49,Predator,W,-1,3
FF,49,50,Predator,W,-1,2
FF,43,56,Predator,W,-1,1
FF,36,63,Predator,W,-1,0
FF,26,73,Predator,W,1,1
FF,26,73,Predator,W,1,2
FF,23,76,Predator,W,1,3
FF,19,80,Predator,W,1,4
FF,19,80,Predator,W,1,5
FF,19,80,Predator,W,1,6
FF,18,81,Predator,W,-1,5
FF,16,83,Predator,W,-1,4
FF,9,90,Predator,W,-1,3
FF,6,93,Predator,W,1,4
FF,4,95,Predator,W,-1,3
FF,2,97,Predator,W,-1,2
FF,1,98,Predator,W,-1,1
GG,98,1,Predator,W,-1,1
GG,90,9,Predator,W,1,2
GG,80,19,Predator,W,1,3
GG,76,23,Predator,W,1,4
GG,71,28,Predator,W,1,5
GG,61,38,Predator,W,-1,4
GG,59,40,Predator,W,-1,3
GG,54,45,Predator,W,1,4
GG,49,50,Predator,W,-1,3
GG,42,57,Predator,W,1,4
GG,37,62,Predator,W,1,5
GG,36,63,Predator,W,-1,4
GG,31,68,Predator,W,1,5
GG,23,76,Predator,W,-1,4
GG,20,79,Predator,W,-1,3
GG,17,82,Predator,W,1,4
GG,12,87,Predator,W,-1,3
GG,12,87,Predator,W,1,4
HH,97,2,Predator,E,-1,6
HH,96,3,Predator,E,-1,5
HH,94,5,Predator,E,-1,4
HH,85,14,Predator,E,-1,3
HH,83,16,Predator,E,-1,2
HH,80,19,Predator,E,-1,1
HH,77,22,Predator,E,1,2
HH,68,31,Predator,E,1,3
HH,66,33,Predator,E,-1,2
HH,62,37,Predator,E,1,3
HH,61,38,Predator,E,-1,2
HH,59,40,Predator,E,-1,1
HH,57,42,Predator,E,-1,0
HH,48,51,Predator,E,1,1
HH,46,53,Predator,E,1,2
HH,45,54,Predator,E,1,3
HH,44,55,Predator,E,1,4
HH,36,63,Predator,E,1,5
HH,34,65,Predator,E,1,6
HH,22,77,Predator,E,-1,5
HH,21,78,Predator,E,-1,4
HH,17,82,Predator,E,-1,3
HH,17,82,Predator,E,-1,2
HH,17,82,Predator,E,-1,1
HH,14,85,Predator,E,-1,0
II,97,2,Predator,E,-1,1
II,76,23,Predator,E,1,2
II,74,25,Predator,E,1,3
II,66,33,Predator,E,1,4
II,66,33,Predator,E,-1,3
II,66,33,Predator,E,-1,2
II,66,33,Predator,E,-1,1
II,59,40,Predator,E,1,2
II,49,50,Predator,E,1,3
II,48,51,Predator,E,-1,2
II,43,56,Predator,E,1,3
II,27,72,Predator,E,-1,2
II,10,89,Predator,E,-1,1
II,10,89,Predator,E,-1,0
JJ,98,1,Predator,W,-1,3
JJ,93,6,Predator,W,-1,2
JJ,91,8,Predator,W,-1,1
JJ,87,12,Predator,W,1,2
JJ,77,22,Predator,W,1,3
JJ,34,65,Predator,W,-1,2
JJ,25,74,Predator,W,1,3
JJ,2,97,Predator,W,1,4
JJ,0,99,Predator,W,-1,3
JJ,0,99,Predator,W,-1,2
KK,97,2,Predator,W,1,6
KK,93,6,Predator,W,-1,5
KK,90,9,Predator,W,1,6
KK,89,10,Predator,W,1,7
KK,86,13,Predator,W,1,8
KK,84,15,Predator,W,-1,7
KK,78,21,Predator,W,-1,6
KK,77,22,Predator,W,1,7
KK,77,22,Predator,W,1,8
KK,77,22,Predator,W,-1,7
KK,77,22,Predator,W,-1,6
KK,76,23,Predator,W,-1,5
KK,76,23,Predator,W,-1,4
KK,76,23,Predator,W,-1,3
KK,75,24,Predator,W,-1,2
KK,68,31,Predator,W,1,3
KK,67,32,Predator,W,1,4
KK,66,33,Predator,W,1,5
KK,64,35,Predator,W,-1,4
KK,63,36,Predator,W,1,5
KK,61,38,Predator,W,1,6
KK,61,38,Predator,W,1,7
KK,60,39,Predator,W,-1,6
KK,59,40,Predator,W,-1,5
KK,58,41,Predator,W,1,6
KK,57,42,Predator,W,1,7
KK,54,45,Predator,W,-1,6
KK,53,46,Predator,W,1,7
KK,45,54,Predator,W,-1,6
KK,37,62,Predator,W,1,7
KK,32,67,Predator,W,-1,6
KK,30,69,Predator,W,-1,5
KK,25,74,Predator,W,1,6
KK,23,76,Predator,W,-1,5
KK,23,76,Predator,W,-1,4
KK,22,77,Predator,W,-1,3
KK,18,81,Predator,W,-1,2
KK,16,83,Predator,W,1,3
KK,13,86,Predator,W,-1,2
KK,9,90,Predator,W,-1,1
KK,4,95,Predator,W,-1,0
LL,99,0,Predator,E,-1,16
LL,97,2,Predator,E,1,17
LL,96,3,Predator,E,1,18
LL,90,9,Predator,E,-1,17
LL,90,9,Predator,E,-1,16
LL,83,16,Predator,E,-1,15
LL,81,18,Predator,E,1,16
LL,81,18,Predator,E,-1,15
LL,80,19,Predator,E,-1,14
LL,77,22,Predator,E,1,15
LL,75,24,Predator,E,-1,14
LL,75,24,Predator,E,-1,13
LL,75,24,Predator,E,-1,12
LL,75,24,Predator,E,-1,11
LL,74,25,Predator,E,-1,10
LL,71,28,Predator,E,1,11
LL,67,32,Predator,E,-1,10
LL,66,33,Predator,E,1,11
LL,58,41,Predator,E,1,12
LL,52,47,Predator,E,-1,11
LL,46,53,Predator,E,-1,10
LL,44,55,Predator,E,1,11
LL,44,55,Predator,E,1,12
LL,42,57,Predator,E,-1,11
LL,39,60,Predator,E,1,12
LL,38,61,Predator,E,-1,11
LL,38,61,Predator,E,1,12
LL,37,62,Predator,E,-1,11
LL,36,63,Predator,E,1,12
LL,35,64,Predator,E,-1,11
LL,32,67,Predator,E,1,12
LL,30,69,Predator,E,-1,11
LL,28,71,Predator,E,1,12
LL,26,73,Predator,E,-1,11
LL,23,76,Predator,E,-1,10
LL,22,77,Predator,E,-1,9
LL,21,78,Predator,E,-1,8
LL,21,78,Predator,E,-1,7
LL,17,82,Predator,E,1,8
LL,17,82,Predator,E,-1,7
LL,13,86,Predator,E,-1,6
LL,9,90,Predator,E,-1,5
LL,9,90,Predator,E,-1,4
LL,9,90,Predator,E,-1,3
LL,8,91,Predator,E,-1,2
LL,8,91,Predator,E,-1,1
LL,8,91,Predator,E,-1,0
MM,96,3,Predator,E,-1,17
MM,88,11,Predator,E,-1,16
MM,88,11,Predator,E,-1,15
MM,82,17,Predator,E,1,16
MM,81,18,Predator,E,-1,15
MM,76,23,Predator,E,1,16
MM,75,24,Predator,E,1,17
MM,72,27,Predator,E,-1,16
MM,71,28,Predator,E,-1,15
MM,71,28,Predator,E,1,16
MM,71,28,Predator,E,1,17
MM,70,29,Predator,E,-1,16
MM,70,29,Predator,E,-1,15
MM,70,29,Predator,E,-1,14
MM,70,29,Predator,E,-1,13
MM,70,29,Predator,E,-1,12
MM,67,32,Predator,E,-1,11
MM,66,33,Predator,E,1,12
MM,62,37,Predator,E,1,13
MM,62,37,Predator,E,1,14
MM,60,39,Predator,E,1,15
MM,58,41,Predator,E,1,16
MM,56,43,Predator,E,-1,15
MM,54,45,Predator,E,1,16
MM,50,49,Predator,E,-1,15
MM,47,52,Predator,E,1,16
MM,45,54,Predator,E,-1,15
MM,42,57,Predator,E,1,16
MM,41,58,Predator,E,-1,15
MM,41,58,Predator,E,-1,14
MM,36,63,Predator,E,1,15
MM,33,66,Predator,E,1,16
MM,33,66,Predator,E,-1,15
MM,32,67,Predator,E,-1,14
MM,32,67,Predator,E,-1,13
MM,30,69,Predator,E,-1,12
MM,30,69,Predator,E,-1,11
MM,23,76,Predator,E,-1,10
MM,23,76,Predator,E,1,11
MM,22,77,Predator,E,1,12
MM,21,78,Predator,E,-1,11
MM,20,79,Predator,E,1,12
MM,18,81,Predator,E,1,13
MM,15,84,Predator,E,1,14
MM,15,84,Predator,E,-1,13
MM,12,87,Predator,E,-1,12
MM,12,87,Predator,E,-1,11
MM,12,87,Predator,E,-1,10
MM,11,88,Predator,E,-1,9
MM,11,88,Predator,E,-1,8
MM,11,88,Predator,E,-1,7
MM,10,89,Predator,E,-1,6
MM,9,90,Predator,E,-1,5
MM,7,92,Predator,E,-1,4
MM,6,93,Predator,E,-1,3
MM,6,93,Predator,E,-1,2
MM,6,93,Predator,E,-1,1
MM,6,93,Predator,E,-1,0
NN,98,1,Predator,W,-1,2
NN,98,1,Predator,W,-1,1
NN,96,3,Predator,W,-1,0
NN,91,8,Predator,W,1,1
NN,91,8,Predator,W,1,2
NN,90,9,Predator,W,1,3
NN,90,9,Predator,W,-1,2
NN,89,10,Predator,W,-1,1
NN,83,16,Predator,W,1,2
NN,82,17,Predator,W,1,3
NN,79,20,Predator,W,1,4
NN,78,21,Predator,W,-1,3
NN,78,21,Predator,W,1,4
NN,77,22,Predator,W,-1,3
NN,69,30,Predator,W,1,4
NN,69,30,Predator,W,-1,3
NN,68,31,Predator,W,1,4
NN,66,33,Predator,W,-1,3
NN,66,33,Predator,W,1,4
NN,65,34,Predator,W,1,5
NN,65,34,Predator,W,-1,4
NN,59,40,Predator,W,1,5
NN,54,45,Predator,W,1,6
NN,54,45,Predator,W,1,7
NN,52,47,Predator,W,1,8
NN,50,49,Predator,W,1,9
NN,50,49,Predator,W,1,10
NN,41,58,Predator,W,-1,9
NN,39,60,Predator,W,1,10
NN,39,60,Predator,W,-1,9
NN,39,60,Predator,W,-1,8
NN,37,62,Predator,W,1,9
NN,36,63,Predator,W,1,10
NN,35,64,Predator,W,1,11
NN,35,64,Predator,W,1,12
NN,33,66,Predator,W,-1,11
NN,32,67,Predator,W,-1,10
NN,30,69,Predator,W,-1,9
NN,30,69,Predator,W,-1,8
NN,29,70,Predator,W,-1,7
NN,26,73,Predator,W,1,8
NN,19,80,Predator,W,-1,7
NN,18,81,Predator,W,-1,6
NN,15,84,Predator,W,-1,5
NN,15,84,Predator,W,-1,4
NN,15,84,Predator,W,1,5
NN,15,84,Predator,W,1,6
NN,14,85,Predator,W,-1,5
NN,14,85,Predator,W,-1,4
NN,13,86,Predator,W,-1,3
NN,12,87,Predator,W,1,4
NN,10,89,Predator,W,1,5
NN,7,92,Predator,W,-1,4
NN,5,94,Predator,W,-1,3
NN,2,97,Predator,W,1,4
NN,0,99,Predator,W,-1,3
OO,93,6,Predator,W,1,3
OO,93,6,Predator,W,1,4
OO,92,7,Predator,W,1,5
OO,92,7,Predator,W,1,6
OO,91,8,Predator,W,-1,5
OO,90,9,Predator,W,-1,4
OO,89,10,Predator,W,-1,3
OO,87,12,Predator,W,1,4
OO,86,13,Predator,W,-1,3
OO,76,23,Predator,W,1,4
OO,74,25,Predator,W,1,5
OO,73,26,Predator,W,-1,4
OO,71,28,Predator,W,1,5
OO,70,29,Predator,W,-1,4
OO,68,31,Predator,W,1,5
OO,68,31,Predator,W,1,6
OO,60,39,Predator,W,-1,5
OO,55,44,Predator,W,1,6
OO,52,47,Predator,W,1,7
OO,50,49,Predator,W,1,8
OO,49,50,Predator,W,-1,7
OO,45,54,Predator,W,-1,6
OO,43,56,Predator,W,1,7
OO,40,59,Predator,W,1,8
OO,40,59,Predator,W,1,9
OO,39,60,Predator,W,1,10
OO,37,62,Predator,W,1,11
OO,35,64,Predator,W,1,12
OO,34,65,Predator,W,1,13
OO,33,66,Predator,W,-1,12
OO,29,70,Predator,W,-1,11
OO,28,71,Predator,W,-1,10
OO,24,75,Predator,W,-1,9
OO,19,80,Predator,W,-1,8
OO,19,80,Predator,W,1,9
OO,8,91,Predator,W,-1,8
OO,6,93,Predator,W,-1,7
OO,5,94,Predator,W,-1,6
OO,5,94,Predator,W,-1,5
OO,3,96,Predator,W,-1,4
OO,2,97,Predator,W,-1,3
OO,2,97,Predator,W,-1,2
OO,2,97,Predator,W,-1,1
OO,2,97,Predator,W,-1,0
YY,88,11,Predator,E,-1,10
YY,84,15,Predator,E,-1,9
YY,83,16,Predator,E,1,10
YY,81,18,Predator,E,-1,9
YY,80,19,Predator,E,1,10
YY,78,21,Predator,E,1,11
YY,76,23,Predator,E,1,12
YY,75,24,Predator,E,-1,11
YY,74,25,Predator,E,-1,10
YY,66,33,Predator,E,1,11
YY,66,33,Predator,E,1,12
YY,64,35,Predator,E,-1,11
YY,60,39,Predator,E,1,12
YY,59,40,Predator,E,-1,11
YY,40,59,Predator,E,-1,10
YY,8,91,Predator,E,-1,9
YY,7,92,Predator,E,-1,8
YY,7,92,Predator,E,-1,7
YY,7,92,Predator,E,-1,6
YY,7,92,Predator,E,-1,5
YY,6,93,Predator,E,-1,4
YY,5,94,Predator,E,-1,3
YY,3,96,Predator,E,-1,2
YY,0,99,Predator,E,-1,1
ZZ,89,10,Predator,E,1,8
ZZ,88,11,Predator,E,1,9
ZZ,83,16,Predator,E,1,10
ZZ,81,18,Predator,E,1,11
ZZ,81,18,Predator,E,-1,10
ZZ,79,20,Predator,E,-1,9
ZZ,76,23,Predator,E,-1,8
ZZ,76,23,Predator,E,1,9
ZZ,75,24,Predator,E,1,10
ZZ,75,24,Predator,E,1,11
ZZ,74,25,Predator,E,1,12
ZZ,73,26,Predator,E,1,13
ZZ,73,26,Predator,E,1,14
ZZ,70,29,Predator,E,1,15
ZZ,68,31,Predator,E,1,16
ZZ,68,31,Predator,E,-1,15
ZZ,68,31,Predator,E,-1,14
ZZ,67,32,Predator,E,1,15
ZZ,67,32,Predator,E,-1,14
ZZ,67,32,Predator,E,-1,13
ZZ,66,33,Predator,E,-1,12
ZZ,62,37,Predator,E,-1,11
ZZ,59,40,Predator,E,-1,10
ZZ,58,41,Predator,E,1,11
ZZ,55,44,Predator,E,-1,10
ZZ,51,48,Predator,E,1,11
ZZ,51,48,Predator,E,1,12
ZZ,49,50,Predator,E,-1,11
ZZ,48,51,Predator,E,-1,10
ZZ,48,51,Predator,E,-1,9
ZZ,46,53,Predator,E,1,10
ZZ,45,54,Predator,E,1,11
ZZ,45,54,Predator,E,1,12
ZZ,45,54,Predator,E,1,13
ZZ,42,57,Predator,E,-1,12
ZZ,41,58,Predator,E,-1,11
ZZ,39,60,Predator,E,1,12
ZZ,36,63,Predator,E,-1,11
ZZ,34,65,Predator,E,1,12
ZZ,32,67,Predator,E,-1,11
ZZ,31,68,Predator,E,1,12
ZZ,30,69,Predator,E,-1,11
ZZ,30,69,Predator,E,1,12
ZZ,28,71,Predator,E,1,13
ZZ,28,71,Predator,E,-1,12
ZZ,28,71,Predator,E,1,13
ZZ,28,71,Predator,E,1,14
ZZ,27,72,Predator,E,-1,13
ZZ,26,73,Predator,E,-1,12
ZZ,25,74,Predator,E,-1,11
ZZ,25,74,Predator,E,1,12
ZZ,25,74,Predator,E,1,13
ZZ,24,75,Predator,E,-1,12
ZZ,22,77,Predator,E,-1,11
ZZ,20,79,Predator,E,-1,10
ZZ,20,79,Predator,E,-1,9
ZZ,18,81,Predator,E,-1,8
ZZ,17,82,Predator,E,-1,7
ZZ,15,84,Predator,E,1,8
ZZ,14,85,Predator,E,1,9
ZZ,13,86,Predator,E,1,10
ZZ,13,86,Predator,E,1,11
ZZ,11,88,Predator,E,-1,10
ZZ,11,88,Predator,E,-1,9
ZZ,11,88,Predator,E,-1,8
ZZ,11,88,Predator,E,-1,7
ZZ,11,88,Predator,E,-1,6
ZZ,9,90,Predator,E,-1,5
ZZ,7,92,Predator,E,1,6
ZZ,6,93,Predator,E,-1,5
ZZ,5,94,Predator,E,-1,4
ZZ,5,94,Predator,E,1,5
ZZ,5,94,Predator,E,-1,4
ZZ,5,94,Predator,E,-1,3
ZZ,4,95,Predator,E,-1,2
ZZ,2,97,Predator,E,-1,1
ZZ,0,99,Predator,E,-1,0
AAA,97,2,Predator,E,1,11
AAA,96,3,Predator,E,1,12
AAA,96,3,Predator,E,1,13
AAA,94,5,Predator,E,1,14
AAA,92,7,Predator,E,-1,13
AAA,91,8,Predator,E,-1,12
AAA,89,10,Predator,E,-1,11
AAA,89,10,Predator,E,1,12
AAA,87,12,Predator,E,-1,11
AAA,79,20,Predator,E,1,12
AAA,79,20,Predator,E,-1,11
AAA,78,21,Predator,E,-1,10
AAA,73,26,Predator,E,-1,9
AAA,50,49,Predator,E,-1,8
AAA,49,50,Predator,E,-1,7
AAA,39,60,Predator,E,-1,6
AAA,37,62,Predator,E,1,7
AAA,35,64,Predator,E,1,8
AAA,31,68,Predator,E,1,9
AAA,26,73,Predator,E,1,10
AAA,16,83,Predator,E,-1,9
AAA,7,92,Predator,E,-1,8
AAA,7,92,Predator,E,-1,7
AAA,7,92,Predator,E,-1,6
AAA,6,93,Predator,E,-1,5
AAA,6,93,Predator,E,-1,4
AAA,6,93,Predator,E,-1,3
AAA,6,93,Predator,E,-1,2
AAA,2,97,Predator,E,-1,1
AAA,0,99,Predator,E,-1,0
BBB,94,5,Predator,E,-1,1
BBB,94,5,Predator,E,-1,0
BBB,80,19,Predator,E,1,1
BBB,77,22,Predator,E,1,2
BBB,38,61,Predator,E,-1,1
BBB,36,63,Predator,E,-1,0
BBB,26,73,Predator,E,1,1
BBB,18,81,Predator,E,1,2
BBB,12,87,Predator,E,-1,1
BBB,11,88,Predator,E,-1,0
DDD,99,0,Predator,W,1,6
DDD,96,3,Predator,W,-1,5
DDD,96,3,Predator,W,1,6
DDD,95,4,Predator,W,1,7
DDD,94,5,Predator,W,-1,6
DDD,93,6,Predator,W,-1,5
DDD,91,8,Predator,W,-1,4
DDD,91,8,Predator,W,1,5
DDD,90,9,Predator,W,1,6
DDD,90,9,Predator,W,-1,5
DDD,86,13,Predator,W,1,6
DDD,81,18,Predator,W,1,7
DDD,79,20,Predator,W,1,8
DDD,67,32,Predator,W,-1,7
DDD,56,43,Predator,W,-1,6
DDD,51,48,Predator,W,-1,5
DDD,51,48,Predator,W,1,6
DDD,51,48,Predator,W,1,7
DDD,46,53,Predator,W,-1,6
DDD,40,59,Predator,W,1,7
DDD,39,60,Predator,W,1,8
DDD,36,63,Predator,W,-1,7
DDD,36,63,Predator,W,1,8
DDD,33,66,Predator,W,1,9
DDD,33,66,Predator,W,1,10
DDD,32,67,Predator,W,1,11
DDD,26,73,Predator,W,-1,10
DDD,26,73,Predator,W,1,11
DDD,23,76,Predator,W,-1,10
DDD,23,76,Predator,W,-1,9
DDD,21,78,Predator,W,1,10
DDD,21,78,Predator,W,-1,9
DDD,21,78,Predator,W,-1,8
DDD,20,79,Predator,W,1,9
DDD,18,81,Predator,W,-1,8
DDD,18,81,Predator,W,1,9
DDD,16,83,Predator,W,1,10
DDD,11,88,Predator,W,-1,9
DDD,10,89,Predator,W,-1,8
DDD,10,89,Predator,W,-1,7
DDD,9,90,Predator,W,-1,6
DDD,8,91,Predator,W,-1,5
DDD,7,92,Predator,W,-1,4
DDD,7,92,Predator,W,-1,3
DDD,5,94,Predator,W,-1,2
DDD,4,95,Predator,W,-1,1
EEE,98,1,Predator,W,1,6
EEE,96,3,Predator,W,1,7
EEE,93,6,Predator,W,-1,6
EEE,91,8,Predator,W,1,7
EEE,87,12,Predator,W,1,8
EEE,87,12,Predator,W,1,9
EEE,84,15,Predator,W,-1,8
EEE,82,17,Predator,W,1,9
EEE,77,22,Predator,W,1,10
EEE,77,22,Predator,W,1,11
EEE,76,23,Predator,W,-1,10
EEE,76,23,Predator,W,-1,9
EEE,75,24,Predator,W,-1,8
EEE,75,24,Predator,W,-1,7
EEE,74,25,Predator,W,-1,6
EEE,71,28,Predator,W,1,7
EEE,64,35,Predator,W,-1,6
EEE,64,35,Predator,W,-1,5
EEE,62,37,Predator,W,1,6
EEE,61,38,Predator,W,1,7
EEE,57,42,Predator,W,-1,6
EEE,52,47,Predator,W,1,7
EEE,48,51,Predator,W,-1,6
EEE,47,52,Predator,W,1,7
EEE,43,56,Predator,W,-1,6
EEE,39,60,Predator,W,1,7
EEE,36,63,Predator,W,-1,6
EEE,34,65,Predator,W,-1,5
EEE,33,66,Predator,W,-1,4
EEE,30,69,Predator,W,-1,3
EEE,28,71,Predator,W,-1,2
EEE,25,74,Predator,W,-1,1
EEE,24,75,Predator,W,1,2
EEE,22,77,Predator,W,-1,1
EEE,11,88,Predator,W,1,2
EEE,4,95,Predator,W,-1,1
EEE,2,97,Predator,W,-1,0
FFF,99,0,Predator,W,-1,2
FFF,96,3,Predator,W,-1,1
FFF,92,7,Predator,W,1,2
FFF,92,7,Predator,W,1,3
FFF,90,9,Predator,W,-1,2
FFF,90,9,Predator,W,1,3
FFF,89,10,Predator,W,-1,2
FFF,89,10,Predator,W,1,3
FFF,89,10,Predator,W,1,4
FFF,89,10,Predator,W,1,5
FFF,88,11,Predator,W,-1,4
FFF,86,13,Predator,W,1,5
FFF,85,14,Predator,W,1,6
FFF,85,14,Predator,W,-1,5
FFF,84,15,Predator,W,-1,4
FFF,81,18,Predator,W,1,5
FFF,78,21,Predator,W,1,6
FFF,78,21,Predator,W,1,7
FFF,75,24,Predator,W,-1,6
FFF,73,26,Predator,W,1,7
FFF,69,30,Predator,W,-1,6
FFF,66,33,Predator,W,-1,5
FFF,66,33,Predator,W,1,6
FFF,63,36,Predator,W,-1,5
FFF,63,36,Predator,W,-1,4
FFF,62,37,Predator,W,-1,3
FFF,62,37,Predator,W,-1,2
FFF,56,43,Predator,W,1,3
FFF,52,47,Predator,W,1,4
FFF,47,52,Predator,W,-1,3
FFF,45,54,Predator,W,-1,2
FFF,43,56,Predator,W,1,3
FFF,43,56,Predator,W,1,4
FFF,36,63,Predator,W,-1,3
FFF,33,66,Predator,W,1,4
FFF,21,78,Predator,W,-1,3
FFF,21,78,Predator,W,1,4
FFF,19,80,Predator,W,1,5
FFF,18,81,Predator,W,-1,4
FFF,17,82,Predator,W,1,5
FFF,11,88,Predator,W,-1,4
FFF,6,93,Predator,W,1,5
FFF,0,99,Predator,W,-1,4
FFF,0,99,Predator,W,-1,3
GGG,98,1,Predator,W,-1,2
GGG,95,4,Predator,W,1,3
GGG,93,6,Predator,W,-1,2
GGG,93,6,Predator,W,1,3
GGG,92,7,Predator,W,1,4
GGG,91,8,Predator,W,1,5
GGG,89,10,Predator,W,1,6
GGG,87,12,Predator,W,-1,5
GGG,86,13,Predator,W,1,6
GGG,85,14,Predator,W,-1,5
GGG,84,15,Predator,W,1,6
GGG,82,17,Predator,W,1,7
GGG,81,18,Predator,W,1,8
GGG,80,19,Predator,W,-1,7
GGG,79,20,Predator,W,1,8
GGG,78,21,Predator,W,1,9
GGG,77,22,Predator,W,-1,8
GGG,70,29,Predator,W,-1,7
GGG,61,38,Predator,W,1,8
GGG,58,41,Predator,W,1,9
GGG,53,46,Predator,W,-1,8
GGG,53,46,Predator,W,1,9
GGG,53,46,Predator,W,-1,8
GGG,52,47,Predator,W,-1,7
GGG,50,49,Predator,W,1,8
GGG,50,49,Predator,W,-1,7
GGG,44,55,Predator,W,1,8
GGG,42,57,Predator,W,-1,7
GGG,40,59,Predator,W,-1,6
GGG,39,60,Predator,W,-1,5
GGG,33,66,Predator,W,-1,4
GGG,31,68,Predator,W,1,5
GGG,21,78,Predator,W,1,6
GGG,20,79,Predator,W,1,7
GGG,15,84,Predator,W,-1,6
GGG,14,85,Predator,W,1,7
GGG,14,85,Predator,W,-1,6
GGG,11,88,Predator,W,1,7
GGG,11,88,Predator,W,-1,6
GGG,9,90,Predator,W,-1,5
GGG,8,91,Predator,W,-1,4
GGG,8,91,Predator,W,-1,3
GGG,3,96,Predator,W,-1,2
GGG,2,97,Predator,W,-1,1
HHH,97,2,Predator,W,-1,3
HHH,94,5,Predator,W,-1,2
HHH,92,7,Predator,W,-1,1
HHH,90,9,Predator,W,1,2
HHH,88,11,Predator,W,1,3
HHH,84,15,Predator,W,1,4
HHH,83,16,Predator,W,-1,3
HHH,83,16,Predator,W,1,4
HHH,82,17,Predator,W,-1,3
HHH,82,17,Predator,W,1,4
HHH,82,17,Predator,W,1,5
HHH,82,17,Predator,W,1,6
HHH,81,18,Predator,W,1,7
HHH,81,18,Predator,W,-1,6
HHH,79,20,Predator,W,1,7
HHH,79,20,Predator,W,-1,6
HHH,78,21,Predator,W,1,7
HHH,77,22,Predator,W,-1,6
HHH,75,24,Predator,W,1,7
HHH,74,25,Predator,W,-1,6
HHH,68,31,Predator,W,1,7
HHH,65,34,Predator,W,1,8
HHH,65,34,Predator,W,-1,7
HHH,60,39,Predator,W,1,8
HHH,58,41,Predator,W,-1,7
HHH,57,42,Predator,W,1,8
HHH,54,45,Predator,W,-1,7
HHH,53,46,Predator,W,-1,6
HHH,52,47,Predator,W,-1,5
HHH,52,47,Predator,W,1,6
HHH,50,49,Predator,W,1,7
HHH,49,50,Predator,W,1,8
HHH,49,50,Predator,W,-1,7
HHH,49,50,Predator,W,1,8
HHH,49,50,Predator,W,-1,7
HHH,47,52,Predator,W,-1,6
HHH,45,54,Predator,W,1,7
HHH,44,55,Predator,W,-1,6
HHH,41,58,Predator,W,-1,5
HHH,35,64,Predator,W,-1,4
HHH,35,64,Predator,W,1,5
HHH,34,65,Predator,W,1,6
HHH,33,66,Predator,W,-1,5
HHH,33,66,Predator,W,1,6
HHH,31,68,Predator,W,1,7
HHH,29,70,Predator,W,-1,6
HHH,29,70,Predator,W,1,7
HHH,26,73,Predator,W,-1,6
HHH,18,81,Predator,W,1,7
HHH,17,82,Predator,W,1,8
HHH,14,85,Predator,W,-1,7
HHH,13,86,Predator,W,-1,6
HHH,11,88,Predator,W,-1,5
HHH,11,88,Predator,W,-1,4
HHH,9,90,Predator,W,-1,3
HHH,8,91,Predator,W,-1,2
HHH,6,93,Predator,W,1,3
HHH,6,93,Predator,W,-1,2
HHH,3,96,Predator,W,-1,1
HHH,2,97,Predator,W,-1,0
QQQ,95,4,Predator,E,1,5
QQQ,82,17,Predator,E,1,6
QQQ,82,17,Predator,E,1,7
QQQ,82,17,Predator,E,1,8
QQQ,81,18,Predator,E,1,9
QQQ,80,19,Predator,E,-1,8
QQQ,80,19,Predator,E,-1,7
QQQ,79,20,Predator,E,1,8
QQQ,77,22,Predator,E,1,9
QQQ,76,23,Predator,E,1,10
QQQ,75,24,Predator,E,1,11
QQQ,74,25,Predator,E,1,12
QQQ,72,27,Predator,E,1,13
QQQ,70,29,Predator,E,-1,12
QQQ,70,29,Predator,E,-1,11
QQQ,68,31,Predator,E,-1,10
QQQ,68,31,Predator,E,-1,9
QQQ,67,32,Predator,E,1,10
QQQ,67,32,Predator,E,1,11
QQQ,65,34,Predator,E,-1,10
QQQ,64,35,Predator,E,1,11
QQQ,64,35,Predator,E,1,12
QQQ,63,36,Predator,E,1,13
QQQ,63,36,Predator,E,1,14
QQQ,62,37,Predator,E,1,15
QQQ,61,38,Predator,E,-1,14
QQQ,59,40,Predator,E,1,15
QQQ,59,40,Predator,E,-1,14
QQQ,58,41,Predator,E,-1,13
QQQ,53,46,Predator,E,1,14
QQQ,52,47,Predator,E,1,15
QQQ,51,48,Predator,E,1,16
QQQ,51,48,Predator,E,-1,15
QQQ,47,52,Predator,E,-1,14
QQQ,41,58,Predator,E,1,15
QQQ,41,58,Predator,E,-1,14
QQQ,38,61,Predator,E,1,15
QQQ,37,62,Predator,E,-1,14
QQQ,36,63,Predator,E,-1,13
QQQ,36,63,Predator,E,-1,12
QQQ,36,63,Predator,E,-1,11
QQQ,35,64,Predator,E,-1,10
QQQ,33,66,Predator,E,-1,9
QQQ,31,68,Predator,E,1,10
QQQ,29,70,Predator,E,-1,9
QQQ,29,70,Predator,E,-1,8
QQQ,22,77,Predator,E,1,9
QQQ,22,77,Predator,E,-1,8
